startYear;runtimeMinutes;numVotes;totalImages;totalVideos;totalCredits;AwNmExWins;numRegions;ratingCount;ratingMean;ReviewsTotal
2009;22;1976;4;0;169;0;1;1976;7.5;10
1994;89;141;0;0;11;0;1;141;8.5;0
2010;8;21;3;0;34;0;1;21;7.5;0
1948;50;28;1;0;24;0;1;28;7.5;4
1979;88;121;15;0;22;0;8;121;4.5;7
1989;79;67;26;0;69;0;2;67;4.5;1
1996;92;14;0;0;3;0;2;14;5.5;0
2020;1;17;1;0;11;0;1;17;6.5;1
2022;92;28;2;1;24;0;1;28;5.5;16
1936;86;42;3;0;64;0;11;42;6.5;3
1937;105;643;99;0;88;1;21;643;6.5;19
1998;86;54;14;0;77;0;1;54;6.5;4
2005;101;21;0;0;30;0;1;21;5.5;1
1990;104;1203;118;1;226;0;21;1203;3.5;31
1994;46;2784;10;0;140;0;1;2786;6.5;26
2014;92;15;13;0;28;0;1;15;5.5;11
2017;93;10;1;0;4;0;2;10;6.5;0
1981;85;68;2;0;27;0;4;68;5.5;3
1966;6;10;0;0;4;0;1;10;6.5;0
1986;91;11;2;0;36;0;1;11;3.5;1
2008;150;37;8;1;35;0;1;37;6.5;5
1967;40;20;47;0;36;0;1;20;6.5;0
1985;80;237;0;0;22;0;5;237;6.5;7
1993;153;37;6;0;28;0;2;37;6.5;0
2016;129;42;2;0;30;0;1;42;7.5;1
2010;43;2591;28;0;146;0;1;2594;7.5;4
2014;40;95;1;0;214;0;1;95;7.5;4
2003;40;16;1;0;25;0;1;16;6.5;0
1986;79;7;2;0;34;0;1;7;4.5;0
2019;40;8;0;0;16;0;1;8;5.5;0
2015;12;10;3;0;24;3;1;10;7.5;1
2006;75;38;1;0;26;0;1;38;7.5;2
1967;6;15;1;0;9;0;1;15;5.5;2
2021;15;22;5;0;7;0;1;22;8.5;1
2021;29;6;0;0;50;0;1;6;7.5;0
1987;168;5;2;0;16;0;5;5;7.5;0
1966;24;588;3;0;35;0;1;588;8.5;4
2020;40;116;8;3;78;0;3;116;5.5;0
1970;9;10;3;0;10;0;5;10;5.5;0
2019;53;38;7;0;29;0;1;38;7.5;1
2018;60;25;1;0;37;0;1;25;6.5;0
1959;89;374;12;0;77;1;16;374;5.5;17
2021;40;45;19;0;120;0;1;45;8.5;0
1988;22;20;1;1;91;0;1;20;7.5;4
1985;85;333;9;0;133;0;14;334;5.5;15
2015;8;7;2;0;18;0;1;7;7.5;0
2017;79;36;6;1;85;0;2;36;6.5;5
2019;53;8;16;0;39;0;3;8;6.5;0
1994;28;67;2;1;10;0;1;67;8.5;3
1996;90;9;0;0;123;1;2;10;7.5;0
1964;96;10;1;0;46;0;1;10;6.5;0
2013;44;454;3;0;144;0;1;454;8.5;0
2012;92;7;0;0;6;0;1;7;8.5;0
2020;129;744;14;0;17;0;4;746;6.5;2
1997;105;439;8;0;226;0;16;439;3.5;21
2012;48;93;2;1;30;0;2;93;7.5;2
1996;90;546;11;0;352;3;9;546;6.5;14
1957;30;140;5;0;44;0;1;140;6.5;4
2020;40;6;0;0;64;0;7;6;6.5;0
1960;92;10;1;0;5;0;4;10;5.5;1
1996;40;116;7;0;101;0;1;116;7.5;0
1966;92;68;3;0;43;0;1;68;7.5;1
2022;125;136146;189;19;524;13;58;136517;7.5;942
1984;47;79;1;0;93;0;1;81;7.5;0
1905;8;66;0;0;5;0;1;66;5.5;2
2019;46;273;9;0;70;0;1;273;8.5;2
1956;81;18;0;0;21;0;2;18;5.5;0
2002;40;1949;10;0;147;0;1;1950;8.5;6
2019;28;170;11;0;7;4;2;170;7.5;4
2010;40;38;5;0;47;0;1;39;7.5;4
1997;136;163;3;0;55;0;3;163;4.5;3
1996;24;41;0;0;30;0;1;41;8.5;0
2004;176;18;1;0;32;0;1;18;9.5;1
1993;71;54;0;0;11;0;1;54;7.5;1
1985;84;37;37;0;11;4;5;37;8.5;0
1988;85;154;3;0;48;0;8;154;4.5;12
1995;71;101;3;0;5;0;4;101;6.5;4
2018;93;686;15;1;104;1;6;687;5.5;28
2006;24;17;0;0;40;0;1;17;8.5;0
1982;83;57;3;0;56;2;4;57;5.5;1
1923;52;60;6;0;14;0;1;60;5.5;5
2019;92;53;3;0;24;0;6;53;5.5;0
1997;45;8;12;0;25;0;1;8;7.5;0
2021;40;301;7;0;71;0;1;302;8.5;0
1992;71;12;0;0;9;0;1;12;4.5;0
2012;92;357;2;1;72;0;2;357;4.5;12
1981;60;98;0;0;56;0;1;98;7.5;7
1999;82;23;1;0;26;0;1;23;7.5;0
1995;89;172;1;0;40;5;2;172;5.5;2
1931;6;189;4;0;9;0;2;189;6.5;7
2021;40;427;14;0;40;0;1;427;7.5;1
1943;79;30;1;0;24;0;1;30;7.5;0
2017;20;8;2;0;9;0;2;8;7.5;0
2013;46;9;2;0;16;0;7;9;7.5;0
1925;20;74;3;0;18;0;1;74;6.5;3
2019;40;31;1;0;60;0;1;32;8.5;1
2022;120;56;2;0;17;0;1;56;9.5;0
2021;13;32;1;0;55;6;2;32;7.5;2
2016;13;6;1;0;30;1;1;6;6.5;0
1956;99;419;7;0;57;0;20;418;6.5;21
2003;53;206;1;0;31;0;2;206;7.5;4
1996;26;20;2;0;58;0;1;20;7.5;1
2016;106;141;8;0;68;0;2;141;6.5;2
1998;29;48;8;0;43;0;1;48;7.5;0
2011;110;262;1;0;119;0;7;262;5.5;5
1965;7;331;3;0;12;0;3;331;5.5;8
2018;26;43;1;0;7;0;1;43;7.5;0
1956;92;633;39;0;97;0;31;632;5.5;20
2003;90;52;1;0;43;0;1;52;6.5;0
1991;50;88;3;0;33;0;6;88;6.5;0
1926;10;107;7;0;6;0;3;107;5.5;4
1982;85;22;1;0;54;0;1;22;6.5;0
2001;13;42;1;0;5;0;1;42;7.5;1
1998;40;2904;27;0;280;0;5;2906;8.5;6
2020;45;5083;112;1;222;2;21;5087;6.5;51
1965;95;229;48;6;70;0;6;229;7.5;22
2017;30;20;108;0;15;0;1;20;6.5;0
1986;71;12;3;0;42;0;1;12;9.5;0
1975;90;43;4;0;26;0;1;43;6.5;0
1996;28;22;2;0;21;0;1;22;5.5;1
1975;225;145;4;0;24;0;5;145;7.5;5
2017;40;13;5;0;33;0;1;13;5.5;0
2013;71;7;0;0;7;0;1;7;6.5;0
1998;40;309;1;0;78;0;1;309;7.5;0
2011;43;757;11;0;155;0;1;757;7.5;3
2023;47;60;2;0;10;0;1;60;7.5;1
1965;30;84;20;0;52;0;1;84;7.5;2
2011;92;7927;8;1;102;1;20;7928;5.5;180
1974;92;82;11;0;22;0;5;82;5.5;7
1999;85;18;1;0;10;0;1;18;3.5;0
1967;40;10;1;0;10;0;1;10;5.5;0
2015;40;7;0;0;40;0;7;7;5.5;0
2019;70;173;13;1;31;0;3;173;7.5;0
2013;9;12;2;0;14;0;1;12;6.5;0
2006;95;120;1;0;14;2;5;120;7.5;15
2008;60;176;4;0;63;0;1;176;5.5;11
2009;93;1139;51;1;108;3;19;1139;6.5;24
1955;12;5;3;0;4;0;2;5;5.5;0
2006;10;292;2;0;12;0;1;292;7.5;0
2008;15;10;5;1;49;0;1;10;7.5;0
1999;30;10692;74;0;601;6;16;10693;6.5;49
1944;3;50;0;0;7;0;1;50;7.5;2
1970;15;65;1;0;43;0;1;65;5.5;2
1990;25;27;2;0;28;0;1;28;7.5;2
1995;95;903;7;0;186;0;16;903;4.5;26
2018;12;51;4;0;17;2;1;51;5.5;2
1996;4;14;0;0;16;2;1;14;7.5;0
1987;92;9;1;0;23;0;1;9;4.5;0
1972;60;31;0;0;84;0;1;31;6.5;1
1971;57;8;0;0;13;0;1;8;7.5;2
1994;25;37;0;0;23;0;1;37;6.5;1
1998;102;1177;8;0;90;2;10;1177;4.5;23
1975;94;150;3;0;28;0;7;150;7.5;8
1962;25;14;2;0;26;0;1;14;8.5;1
1905;1;110;2;0;2;0;1;110;4.5;1
1989;30;310;22;0;74;0;1;311;7.5;0
2002;12;20;2;0;28;0;1;20;8.5;6
1971;60;92;2;0;58;0;1;92;7.5;2
1980;60;17;7;0;18;0;1;17;7.5;0
2017;41;26;1;0;36;0;1;26;6.5;0
2020;60;11466;69;27;642;2;35;11477;7.5;165
1995;51;79;1;0;13;0;4;79;4.5;4
1987;48;41;3;0;65;0;3;41;6.5;1
2023;53;24;7;0;13;0;1;24;8.5;0
2024;44;19;12;0;67;0;7;19;9.5;0
2015;53;319;36;0;427;3;2;319;7.5;0
1967;60;99;2;0;48;0;1;99;6.5;3
1965;30;51;1;0;39;0;1;51;7.5;1
1987;92;11998;74;1;125;0;32;12000;6.5;89
2019;21;14;5;0;42;0;1;14;6.5;0
1977;104;12;1;0;36;0;4;12;6.5;0
1980;92;66;4;0;23;0;2;66;8.5;0
1986;97;414;4;0;83;0;13;414;5.5;6
1955;50;22;1;0;17;0;1;22;8.5;0
1987;109;44;1;0;91;0;5;44;6.5;1
1944;7;16;0;0;20;0;1;16;6.5;3
1991;93;66;1;0;16;0;2;66;7.5;3
2009;64;7;1;0;22;0;7;7;7.5;0
1956;92;28;4;0;40;0;7;28;5.5;1
2006;28;9;9;0;25;0;1;9;7.5;0
1974;130;356197;176;7;184;24;57;356262;8.5;821
1976;103;1077;59;0;53;1;10;1077;6.5;45
2003;22;908;91;0;96;0;1;908;8.5;0
2008;71;168;10;0;31;0;1;168;1.5;4
2020;29;31;1;0;12;0;5;31;2.5;2
2012;89;438;1;0;22;0;5;438;2.5;22
1982;13;246;9;0;16;0;3;247;4.5;19
1935;14;11;0;0;4;0;4;11;6.5;1
2005;90;26;2;0;64;0;5;26;6.5;0
1977;77;69;6;0;48;0;2;69;3.5;11
1981;62;10;0;0;8;0;1;10;6.5;0
2008;94;20;1;0;30;0;1;20;7.5;2
1956;30;781;4;0;26;0;1;781;6.5;12
1988;43;61;1;0;24;0;4;61;6.5;0
1920;12;70;1;0;6;0;1;70;4.5;2
2023;129;1595;14;1;29;19;20;1598;6.5;20
2012;92;217;3;0;41;0;1;217;6.5;0
2021;105;14;1;0;8;0;1;14;7.5;0
2005;40;95;1;0;80;0;1;95;7.5;0
1987;111;137;2;0;15;0;2;137;5.5;1
1999;24;20;1;0;39;0;1;20;6.5;1
1990;85;118;13;0;39;1;11;118;4.5;3
2017;17;5;1;0;12;0;1;5;7.5;0
2006;40;38;1;0;14;0;1;38;6.5;0
1956;30;43;0;0;22;0;1;43;7.5;1
2006;53;114;1;0;202;1;4;114;7.5;2
2017;53;6;1;0;30;0;1;6;6.5;0
2019;45;11;1;0;96;0;1;11;5.5;0
1990;53;11;2;0;21;0;4;11;9.5;1
1993;20;581;2;0;105;0;1;581;6.5;1
1998;117;131;2;0;54;0;1;131;6.5;9
1999;44;12;0;0;59;0;7;12;8.5;0
2019;40;65;1;0;166;0;1;65;8.5;1
1994;94;44;4;0;19;0;2;44;7.5;4
2006;88;633;2;0;32;0;2;633;5.5;11
2022;45;2933;35;0;157;1;8;2935;8.5;5
1999;60;10;1;0;28;0;7;10;7.5;0
2006;3;9;2;0;21;0;1;9;6.5;1
1957;40;30;0;0;20;0;1;30;7.5;0
2019;28;6;1;0;4;0;1;6;5.5;0
1982;80;40;1;0;37;0;1;40;4.5;0
1995;26;93;1;0;104;0;2;94;6.5;5
2020;92;9;2;0;46;0;1;9;8.5;2
1993;23;548;4;0;73;0;1;548;7.5;1
2006;14;18;1;0;35;0;1;18;7.5;1
1942;92;22;1;0;35;0;1;22;7.5;0
2017;71;26373;3;0;14;0;3;26395;7.5;3
2020;52;18;2;0;7;0;3;18;5.5;0
1997;45;19;1;0;17;0;1;19;3.5;0
2020;40;10;0;0;13;0;7;10;8.5;0
1969;155;3938;39;1;107;5;25;3940;6.5;70
2008;3;5;0;0;6;0;1;5;8.5;0
1929;8;65;4;0;4;0;2;65;5.5;6
2002;22;229;5;0;40;0;1;229;8.5;1
2020;92;14;1;0;16;2;1;14;7.5;0
2011;53;11;0;0;1;0;1;11;1.5;0
1996;43;5;0;0;128;0;1;5;8.5;0
2016;43;75;1;0;50;0;1;75;5.5;0
2018;40;15;0;0;23;0;1;15;6.5;0
2019;40;85;1;0;149;0;1;85;6.5;1
1993;92;15;1;0;190;0;1;15;6.5;0
1997;53;122;6;0;127;0;1;122;3.5;12
1968;108;169;6;0;46;0;11;169;6.5;4
1936;74;521;13;0;52;0;12;521;5.5;24
2012;97;609;1;0;64;2;1;611;3.5;3
2017;28;22;1;0;1;0;2;22;5.5;0
1993;28;7;1;0;3;0;1;7;7.5;0
1953;6;110;3;0;15;0;3;110;6.5;3
2021;40;13;2;0;55;0;1;13;5.5;0
1944;102;785;20;1;101;0;6;785;6.5;27
1971;15;8;7;0;8;0;4;8;6.5;0
2013;53;5;0;0;6;0;1;5;5.5;0
1967;18;10;0;0;9;0;1;10;5.5;1
1961;99;177;2;0;59;0;6;177;7.5;1
2009;97;81;7;0;76;0;2;81;5.5;12
2020;21;11;8;0;15;2;1;11;6.5;1
1996;98;425;2;1;107;6;3;425;6.5;128
2001;40;127;3;0;21;0;1;127;8.5;0
2003;116;41;0;0;8;0;1;41;7.5;2
1929;20;13;0;0;14;0;1;13;4.5;2
2024;89;17;10;0;79;0;6;19;5.5;5
2019;62;9;1;0;25;0;1;9;5.5;0
2017;11;9;0;0;12;0;1;9;7.5;0
2017;97;11;3;1;6;0;1;11;5.5;0
2017;88;4475;9;0;149;0;14;4476;7.5;22
1960;60;78;18;0;28;0;1;79;7.5;4
1987;92;16;0;0;6;0;1;16;5.5;0
1972;50;115;2;0;22;0;1;115;7.5;2
2016;45;29;1;0;59;0;1;29;7.5;0
1967;60;29;0;0;41;0;1;29;7.5;1
2003;92;166;1;0;14;7;3;166;6.5;9
1987;88;9;2;0;21;0;4;9;5.5;0
1997;40;53;0;0;69;0;1;53;5.5;0
1994;40;13;0;0;66;0;1;13;8.5;0
1986;30;12;2;0;79;1;1;12;4.5;0
2020;53;16;2;0;36;0;1;16;8.5;1
1989;46;117;8;0;85;0;1;117;6.5;3
2020;16;58;4;0;37;14;2;58;7.5;1
2022;40;177;13;0;29;0;1;177;5.5;0
1988;92;45;2;0;14;0;2;45;6.5;0
2021;24;1164;5;1;175;0;1;1166;7.5;7
1936;13;4166;20;0;42;1;16;4168;7.5;47
2012;129;10;1;0;38;0;1;10;6.5;0
2014;40;11;1;0;21;0;1;11;6.5;1
2006;6;9;0;0;10;0;1;9;7.5;0
2007;60;12;0;0;3;0;7;12;1.5;0
1973;184;165;9;0;9;0;2;166;7.5;2
1996;71;13;0;0;1;0;1;13;7.5;0
1996;23;7;0;0;74;0;1;7;7.5;0
1982;81;16;1;0;12;0;2;16;7.5;0
2007;92;9;0;0;16;0;1;9;8.5;1
1990;40;16;1;0;28;0;1;16;7.5;1
2001;82;10;0;0;10;0;1;10;3.5;0
1994;75;314;1;0;31;0;4;314;7.5;5
1999;141;28;2;1;15;0;1;28;7.5;1
2008;53;49;4;0;73;0;2;49;6.5;0
1938;84;433;15;0;62;1;11;433;5.5;19
2022;52;213;2;0;175;0;1;213;7.5;1
1982;220;15;1;0;30;0;4;15;6.5;0
2010;71;13;0;1;21;0;1;13;4.5;1
2007;20;5;4;0;18;0;1;5;6.5;0
1994;28;13;1;0;6;0;1;13;6.5;0
1958;30;138;2;0;35;0;1;138;7.5;5
2021;13;26;12;0;55;0;1;26;6.5;0
1973;81;10;1;0;16;0;1;10;6.5;0
2002;55;416;7;2;421;0;7;416;7.5;7
2004;83;949;3;0;36;1;8;949;6.5;30
2007;44;1309;8;0;134;0;1;1312;7.5;7
1968;51;3388;33;1;78;0;1;3389;6.5;47
1989;40;49;41;0;55;0;1;49;7.5;0
1979;65;14;1;0;46;0;1;14;5.5;0
1995;90;90;5;0;46;1;3;90;6.5;5
1897;13;81;0;0;1;0;1;81;4.5;1
2013;40;12;3;0;35;0;7;12;6.5;0
1982;25;65;1;0;44;0;1;65;6.5;0
2012;8;9;1;0;24;0;1;9;6.5;0
2010;45;4126;96;0;298;5;12;4129;8.5;16
2019;49;11;4;0;150;0;1;11;8.5;1
1987;85;9;0;0;35;0;3;9;3.5;1
2014;40;26;1;0;29;0;1;26;9.5;0
1953;92;413;10;1;96;0;20;413;5.5;17
2022;53;8;1;0;26;0;1;8;8.5;0
1979;40;41;54;0;64;0;7;41;8.5;0
2011;70;8;1;0;21;0;1;8;6.5;0
2002;5;9;1;0;11;0;1;9;5.5;0
2012;25;44;2;0;38;11;2;44;8.5;1
1978;75;25;1;0;85;0;3;25;6.5;1
2012;19;10;3;1;36;0;1;10;8.5;0
2016;40;13;1;0;38;0;1;13;7.5;0
1949;2;11;0;0;2;0;1;11;5.5;0
2022;60;52;1;0;55;0;1;52;8.5;0
2011;22;17;1;2;83;1;1;17;8.5;0
2018;81;31;19;0;123;0;1;31;5.5;2
2020;102;349;8;0;40;2;8;349;5.5;6
1999;50;111;0;0;22;0;1;111;7.5;0
2016;40;505;32;0;191;0;1;505;7.5;2
2021;4;27;3;0;18;0;1;27;4.5;6
1965;26;42;1;0;37;0;1;42;7.5;0
2008;26;17;0;0;25;0;1;17;5.5;1
1994;40;20;12;0;31;0;7;20;7.5;1
1999;22;303;1;0;25;0;1;303;8.5;4
1988;40;18;2;0;68;0;1;18;7.5;0
1990;85;12;2;0;40;0;2;12;5.5;0
2012;53;10;4;0;51;0;1;11;7.5;0
1998;50;35;0;0;32;0;1;35;7.5;1
1998;150;9;1;0;9;0;1;9;6.5;0
1992;28;26;1;0;1;0;1;26;6.5;1
2021;120;35;86;1;96;0;4;35;3.5;0
1997;30;14;0;0;31;0;1;14;5.5;0
1983;92;268;9;0;83;0;7;268;4.5;12
1998;45;67;1;0;58;0;1;67;6.5;2
2022;41;108;1;0;201;0;7;108;7.5;0
1967;90;216;1;0;68;0;1;216;6.5;4
2005;76;30;2;0;25;0;1;30;7.5;0
2019;40;144;1;0;119;0;1;144;6.5;2
2022;40;39;11;1;46;0;1;39;8.5;0
2017;40;11;0;0;31;0;7;11;7.5;0
1992;79;120;0;0;26;0;1;120;5.5;2
2017;92;175;5;0;36;0;3;175;6.5;1
2014;45;20;1;0;17;0;4;20;7.5;2
1998;40;108;1;0;109;0;1;108;6.5;1
1999;111;5276;26;1;212;7;14;5277;7.5;139
1998;40;18;1;0;43;0;1;18;7.5;1
1974;150;73;1;0;28;0;8;73;7.5;1
2023;175;70007;101;5;280;10;22;70124;6.5;424
1992;115;608;3;0;23;2;6;608;6.5;1
1967;88;1079;54;0;48;0;11;1080;6.5;42
1988;99;48;5;0;27;0;2;48;5.5;0
2002;40;522;3;0;54;0;1;522;8.5;0
1991;40;14;2;0;69;0;1;14;8.5;0
2012;53;61;130;0;61;0;2;61;8.5;2
1939;58;25;5;0;26;0;3;25;4.5;0
1983;42;22;0;0;53;0;1;22;9.5;0
1947;92;290;12;0;44;0;9;290;5.5;17
1966;23;7;0;0;1;0;1;7;5.5;0
1993;114;279;3;0;35;10;2;279;5.5;0
2021;86;19;10;0;12;0;3;19;7.5;2
2001;69;24;0;0;34;0;1;24;5.5;0
2013;53;10284;59;2;563;2;23;10284;6.5;67
1961;92;19;1;0;17;0;1;19;4.5;0
2009;21;3300;11;0;114;0;1;3304;7.5;5
1998;129;273;7;0;30;0;4;273;8.5;2
2006;53;37;1;0;25;0;1;37;8.5;0
2019;129;35;9;0;14;0;1;35;7.5;1
1994;146;9;1;0;135;0;1;9;6.5;0
1999;92;17;1;0;28;0;6;17;5.5;0
1999;22;122;10;0;38;0;1;122;7.5;2
2013;30;20;3;0;213;0;2;20;6.5;0
1978;92;12;1;0;48;0;2;12;6.5;0
2007;24;52;0;0;37;0;1;52;6.5;0
1982;103;947;7;1;87;1;9;947;6.5;36
2019;60;34;0;0;80;0;7;34;7.5;1
1961;145;14;1;0;24;0;4;14;8.5;0
1987;40;15;0;0;28;0;7;15;7.5;0
1982;48;355;7;0;69;0;1;356;7.5;6
2020;92;74;3;0;65;4;3;74;6.5;13
2020;18;22;7;0;33;5;1;22;8.5;2
1994;120;63;0;0;7;0;4;64;8.5;0
1990;54;20;7;1;63;0;7;20;7.5;1
1926;75;31;3;0;14;0;5;31;7.5;3
2008;40;35;0;0;113;0;1;35;4.5;0
1921;56;31;8;0;25;0;5;31;6.5;3
1959;40;136;19;0;31;0;1;136;7.5;2
2001;68;16;0;0;24;0;1;16;8.5;0
2022;22;171;1;0;100;0;1;172;6.5;4
2012;100;136;6;0;52;0;4;137;5.5;4
1991;28;76;1;0;8;0;1;76;4.5;0
1958;60;63;1;0;42;0;1;63;8.5;2
1982;60;10;0;0;16;0;1;10;7.5;0
1987;87;87;1;0;40;0;4;87;5.5;3
1968;55;32;2;0;23;0;2;32;7.5;3
2020;82;79;1;0;38;0;1;79;6.5;0
1957;120;14;0;0;13;0;1;14;7.5;0
2002;155;351;5;0;18;0;2;351;7.5;6
1999;94;703;6;0;145;1;14;704;5.5;21
2010;43;18;4;0;54;0;1;18;8.5;0
1993;90;1406;12;0;102;0;7;1406;5.5;4
2008;53;38;3;0;101;0;1;38;4.5;0
1984;96;73;8;0;17;0;5;73;4.5;3
2024;52;4908;3;0;1049;0;1;4914;6.5;38
2018;105;25;10;1;62;0;2;25;6.5;1
1995;40;6624;43;0;79;0;1;6628;7.5;15
2017;3;8;6;0;8;0;1;8;4.5;0
1986;71;35;0;0;9;0;1;35;7.5;1
2018;14;10;8;0;26;0;2;10;7.5;0
2008;87;20;1;0;21;1;1;20;7.5;1
1965;79;2051;16;1;21;1;8;2052;5.5;97
1995;28;9;2;0;43;0;1;9;6.5;0
2003;95;45;1;0;19;0;1;45;6.5;1
1987;40;11;0;0;19;0;1;11;6.5;0
2016;92;799;11;1;23;0;1;799;7.5;1
2019;22;95;0;0;68;0;1;95;7.5;0
1986;137;2619;7;0;24;0;1;2619;8.5;11
1962;95;13;0;0;65;0;2;13;5.5;0
2021;52;888;44;0;60;0;1;891;7.5;13
1971;52;13;0;0;8;0;1;13;5.5;1
2008;53;11;6;0;65;0;1;11;7.5;0
1995;90;6;0;0;12;0;1;6;8.5;0
1935;61;33;11;0;18;0;2;33;5.5;3
1969;40;15;0;0;11;0;1;15;5.5;0
2024;80;236;47;0;27;0;8;236;2.5;15
1984;10;18;2;0;25;0;1;18;5.5;0
1994;181;9;0;0;7;0;1;9;7.5;0
2019;88;23;14;0;75;0;1;23;5.5;0
2016;108;58;1;0;94;0;2;58;7.5;9
2012;92;11;1;0;11;0;1;11;7.5;0
2001;53;163;1;0;38;0;1;163;6.5;0
2010;42;24;1;0;9;0;2;24;6.5;0
1975;22;11;1;0;8;0;2;11;5.5;1
2023;180;11;1;0;8;0;2;11;8.5;0
2008;29;73;1;0;33;0;1;73;7.5;2
1971;103;315;22;0;26;0;15;315;4.5;6
2013;24;9;5;0;10;1;1;9;5.5;0
1989;56;9;1;0;41;1;1;9;7.5;0
2006;105;421;2;1;169;0;4;421;5.5;12
2007;149;69;4;0;34;0;1;69;7.5;0
2024;98;561;75;2;151;0;9;561;2.5;96
1969;50;24;2;0;22;0;1;24;7.5;1
2019;30;3916;50;88;651;74;19;3923;7.5;74
2021;80;246;2;1;55;1;12;247;6.5;13
1987;30;12;0;0;5;0;1;12;7.5;1
2008;13;8;1;0;6;0;1;8;8.5;0
2004;92;22;0;0;23;0;1;22;5.5;0
1980;30;114;1;0;56;0;1;114;7.5;3
2017;29;43;4;0;49;0;7;43;7.5;1
1918;10;646;13;0;21;0;2;646;6.5;10
1931;92;41;5;0;19;0;4;41;3.5;1
1993;45;180;1;0;71;0;1;180;7.5;2
1945;70;857;2;0;57;0;7;857;6.5;12
1927;18;7;1;0;3;0;1;7;8.5;0
2017;84;10;1;1;9;0;1;10;6.5;0
1993;28;22;12;0;1;0;1;22;6.5;1
2013;40;5;1;0;10;0;1;5;7.5;0
2005;90;35;1;0;57;0;3;35;7.5;6
1961;26;91;3;0;34;0;1;91;7.5;5
2015;1;93;37;0;43;0;1;93;6.5;2
2016;8;23;8;0;11;0;2;23;1.5;2
2021;15;34;16;0;4;0;1;34;7.5;0
1995;40;6;2;0;44;0;1;6;7.5;0
2003;105;16;0;0;36;0;1;16;7.5;2
2015;40;13;1;0;40;0;1;13;8.5;0
2020;85;248;28;1;50;0;8;249;4.5;30
2003;22;238;1;0;9;0;1;238;7.5;0
1943;70;44;13;0;69;0;3;44;7.5;2
1993;74;21;0;0;26;0;1;21;6.5;1
2006;135;190;1;0;13;0;1;190;6.5;0
1978;63;55;1;0;29;0;4;55;5.5;1
1989;60;670;4;0;56;0;1;670;8.5;2
2023;52;11;3;0;12;0;1;11;9.5;3
2023;40;24;9;0;41;0;1;24;7.5;0
1983;92;122;2;0;85;2;7;122;6.5;5
1984;6;8;1;0;3;0;1;8;5.5;0
2014;100;8;0;0;13;0;1;8;5.5;0
2018;59;737;15;0;233;0;7;739;6.5;10
2018;40;39;1;0;107;0;1;39;7.5;0
2021;92;213;34;1;70;0;10;213;4.5;38
2022;53;20;15;0;94;30;2;20;9.5;0
1972;89;10;1;0;24;0;1;10;4.5;0
2020;13;11;12;0;18;5;1;11;6.5;1
1974;100;65;9;0;54;0;14;65;5.5;0
1977;30;12;0;0;7;0;1;12;6.5;0
2014;13;36;1;0;28;0;1;36;6.5;1
1967;106;86;2;0;41;0;10;86;6.5;2
2002;15;8;1;0;18;0;1;8;6.5;0
1993;50;14;76;0;106;0;7;14;7.5;0
2006;30;19;0;0;8;0;2;19;7.5;0
1985;40;53;1;0;54;0;1;53;7.5;0
2021;40;12;2;0;55;0;1;12;5.5;0
1978;55;124;1;0;48;0;1;124;7.5;22
2022;40;99;1;0;26;0;7;99;6.5;0
2006;57;33;2;0;5;0;2;33;6.5;0
1925;13;12;1;0;5;0;1;12;3.5;0
1900;1;43;1;0;4;0;1;43;4.5;1
2022;113;72;6;1;67;4;10;72;6.5;4
2023;101;31;6;0;27;3;4;31;8.5;1
1959;30;184;2;0;41;0;1;184;7.5;5
2016;40;94;25;0;107;0;1;94;8.5;1
2004;53;291;2;0;245;9;4;292;6.5;13
1951;13;7;0;0;2;0;4;7;4.5;0
1950;91;1456;26;0;54;0;16;1456;6.5;59
2017;93;253;4;1;91;4;6;253;3.5;4
2002;40;9;0;0;8;0;7;9;5.5;0
1994;90;40;13;0;110;0;2;40;6.5;0
2004;40;19;0;0;56;0;1;19;8.5;0
1997;13;16;0;0;2;0;1;16;7.5;0
1987;52;79;1;1;50;0;1;79;8.5;3
1915;36;30;4;0;17;0;1;30;6.5;3
1989;90;45;1;0;31;0;6;45;7.5;0
1987;89;170;10;0;49;0;4;170;5.5;7
1999;100;489;1;0;9;1;1;489;6.5;0
1969;72;27;1;0;34;0;1;27;6.5;0
2023;44;225;0;0;41;0;1;227;9.5;0
1995;90;39;1;0;15;0;1;39;8.5;0
1958;88;16;4;0;58;0;4;16;6.5;1
2021;40;202;6;0;139;0;1;202;8.5;4
2010;24;112;1;0;78;0;1;111;7.5;0
2014;104;1032;9;0;57;0;4;1032;1.5;3
1933;21;75;5;0;13;0;1;75;7.5;4
1904;13;11;0;0;4;0;1;11;5.5;0
2023;98;11;5;0;19;2;1;11;5.5;0
1993;40;716;1;3;53;0;1;716;7.5;7
2023;44;15;0;0;183;0;7;15;6.5;0
1976;154;20;1;0;43;0;2;20;6.5;0
1956;92;360;5;0;77;0;3;360;6.5;9
2022;92;423;7;1;16;0;5;423;7.5;21
1971;53;30;1;0;15;0;1;30;6.5;1
1924;8;15;1;0;3;0;1;15;6.5;3
2012;90;80;4;0;31;0;3;80;4.5;2
1945;5;7;0;0;2;0;1;7;4.5;0
1969;40;11;0;0;39;0;1;11;6.5;0
1983;92;2062;76;1;62;0;18;2061;3.5;73
2021;40;14;5;0;99;0;1;14;8.5;1
1985;92;7;1;0;80;0;2;7;5.5;0
2015;41;5;18;2;13;0;1;5;9.5;0
